player_name_clean,first_year,final_year,seasons_played,total_games,avg_pts,career_span,is_one_and_done
Robbie Harman,2009,2010,2,60,13.14,2,False
Tone Boyle,2009,2011,2,62,13.14,3,False
Chris Patton,2013,2014,2,56,13.12,2,False
Jeremiah Robinson-Earl,2020,2021,2,56,13.12,2,False
Chance Hunter,2020,2021,2,46,13.09,2,False
Deandre Brown,2010,2011,2,61,13.09,2,False
Nimrod Hilliard,2014,2015,2,59,13.08,2,False
Stanton Kidd,2013,2015,2,61,13.08,3,False
Cole Aldrich,2009,2010,2,71,13.07,2,False
Tra-Deon Hollins,2016,2017,2,61,13.07,2,False
James Kelly,2014,2016,2,60,13.06,3,False
Richard Delk,2009,2010,2,61,13.05,2,False
A'Torri Shine,2014,2015,2,54,13.03,2,False
Doron Lamb,2011,2012,2,78,13.03,2,False
Faronte Drakeford,2014,2015,2,59,13.02,2,False
Louis Dale,2009,2010,2,52,13.02,2,False
Ben Stywall,2009,2010,2,60,13.01,2,False
Majesty Brandon,2020,2021,2,45,13.01,2,False
Akeem Ellis,2011,2012,2,54,13.0,2,False
Evan Singletary,2015,2016,2,65,13.0,2,False
James Ennis,2012,2013,2,63,13.0,2,False
Jourdan Demuynck,2012,2013,2,58,13.0,2,False
Marcus Dubose,2012,2013,2,32,13.0,2,False
Johnathon Jones,2009,2010,2,68,12.99,2,False
Obi Muonelo,2009,2010,2,68,12.99,2,False
Ashton Mitchell,2009,2010,2,55,12.98,2,False
Pj Washington,2018,2019,2,72,12.98,2,False
Cliff Colimon,2011,2012,2,55,12.95,2,False
Sherman Blanford,2013,2014,2,58,12.95,2,False
Derreck Brooks,2016,2017,2,59,12.94,2,False
Kruize Pinkins,2014,2015,2,62,12.94,2,False
Magnum Rolle,2009,2010,2,61,12.94,2,False
Vincent Simpson,2009,2010,2,63,12.92,2,False
Tray Boyd Iii,2019,2020,2,63,12.9,2,False
Daishon Smith,2017,2019,2,66,12.89,3,False
Jonathan Hall,2009,2010,2,57,12.89,2,False
Malcolm Riley,2015,2016,2,68,12.89,2,False
Mikhail Torrance,2009,2010,2,58,12.89,2,False
Quinton Pippen,2013,2014,2,58,12.89,2,False
Mike Holloway Jr,2018,2019,2,62,12.88,2,False
Lonnie McClanahan,2014,2015,2,59,12.87,2,False
Tyson Etienne,2020,2021,2,51,12.87,2,False
Troy Baxter,2020,2021,2,45,12.86,2,False
Michael Hale Iii,2012,2013,2,59,12.85,2,False
Art Bernardi,2012,2013,2,46,12.84,2,False
Jared Wilson-Frame,2018,2019,2,64,12.84,2,False
Bill Amis,2009,2011,2,50,12.83,3,False
Chehales Tapscott,2011,2012,2,53,12.83,2,False
Larry Sanders,2009,2010,2,69,12.83,2,False
Otto Porter,2012,2013,2,63,12.83,2,False
Sammy Yeager,2011,2013,2,39,12.83,3,False
Rod Rucker,2013,2014,2,60,12.82,2,False
Khalil Shabazz,2020,2021,2,58,12.81,2,False
Tweety Carter,2009,2010,2,68,12.8,2,False
Jared Quayle,2009,2010,2,68,12.79,2,False
Aj Mosby,2017,2018,2,57,12.78,2,False
Will Harris,2009,2010,2,60,12.78,2,False
Richard Carter,2013,2014,2,61,12.77,2,False
Ahmed Ali,2019,2021,2,46,12.76,3,False
Jonathan Wade,2016,2017,2,63,12.76,2,False
Malik Newman,2016,2018,2,68,12.76,3,False
Michael Hunter,2009,2010,2,59,12.75,2,False
Damon Jones,2009,2010,2,53,12.73,2,False
Jer'Vaughn Johnson,2010,2011,2,55,12.73,2,False
Jeremiah Bowman,2011,2012,2,46,12.73,2,False
Joey Lynch-Flohr,2009,2010,2,59,12.73,2,False
Marcus Johnson Jr,2016,2017,2,63,12.73,2,False
Darnell Hugee,2009,2010,2,50,12.72,2,False
Dequon Miller,2016,2017,2,63,12.72,2,False
Tavarus Alston,2009,2010,2,59,12.71,2,False
Jaelin Llewellyn,2019,2020,2,46,12.7,2,False
Anthony Downing,2012,2013,2,62,12.69,2,False
Gerard Andrus,2019,2020,2,64,12.69,2,False
Jarvis Garner,2012,2013,2,52,12.69,2,False
Jonathan Tavernari,2009,2010,2,67,12.69,2,False
Jordan Parks,2014,2015,2,62,12.69,2,False
Lawrence Westbrook,2009,2010,2,65,12.69,2,False
Tyren Johnson,2009,2010,2,57,12.69,2,False
Miles McBride,2020,2021,2,60,12.67,2,False
Tomas Sanchez,2013,2014,2,55,12.65,2,False
Dominique Archie,2009,2010,2,36,12.64,2,False
Michael Green Iii,2020,2021,2,51,12.64,2,False
Spencer Butterfield,2013,2014,2,59,12.64,2,False
Antonio Hanson,2009,2010,2,59,12.61,2,False
Brandon Giles,2009,2010,2,60,12.6,2,False
Paul Crosby,2011,2012,2,56,12.6,2,False
Eugene Harris,2009,2010,2,53,12.59,2,False
Dachon Burke,2017,2018,2,65,12.58,2,False
Kimmani Barrett,2009,2010,2,47,12.57,2,False
Taylor Smith,2012,2013,2,56,12.55,2,False
Tyrone Hanson,2010,2011,2,61,12.55,2,False
Eric Tramiel,2009,2010,2,58,12.53,2,False
Maze Stallworth,2009,2010,2,63,12.53,2,False
Aundre Jackson,2017,2018,2,67,12.52,2,False
Matt Hunter,2013,2014,2,40,12.52,2,False
Mitch Rueter,2009,2010,2,50,12.52,2,False
Zahir Carrington,2009,2010,2,59,12.52,2,False
Jerome Garrison,2014,2015,2,57,12.5,2,False
Tj Campbell,2009,2010,2,61,12.5,2,False
Adam Flagler,2019,2021,2,61,12.48,3,False
Brandon Better,2018,2019,2,60,12.48,2,False
Marquis Hall,2009,2010,2,62,12.47,2,False
Dedrick Basile,2016,2017,2,62,12.45,2,False
Kavion Pippen,2018,2019,2,64,12.45,2,False
Troy Cotton,2009,2010,2,64,12.45,2,False
Jarmar Gulley,2012,2014,2,63,12.44,3,False
Brett Harvey,2009,2010,2,57,12.43,2,False
Christopher Galbreath Jr,2017,2018,2,62,12.43,2,False
Isaiah Wong,2020,2021,2,58,12.43,2,False
Maverick Rowan,2016,2017,2,58,12.43,2,False
Isaiah Crawley,2019,2020,2,59,12.42,2,False
Ricardo Ratliffe,2011,2012,2,68,12.41,2,False
Trent Hutchin,2010,2011,2,53,12.4,2,False
Xavier Keeling,2009,2010,2,40,12.4,2,False
Aaron Harrison,2014,2015,2,79,12.38,2,False
Matthew Hezekiah,2013,2014,2,56,12.38,2,False
Anthony McDonald,2014,2015,2,59,12.37,2,False
Brandonn Kamga,2018,2019,2,47,12.35,2,False
Devon Peltier,2010,2011,2,59,12.35,2,False
Tyler Thomas,2020,2021,2,49,12.35,2,False
Daviyon Draper,2015,2016,2,58,12.34,2,False
Isaac Fotu,2013,2014,2,57,12.34,2,False
Neftali Alvarez,2019,2021,2,54,12.34,3,False
Bashir Ahmed,2017,2018,2,65,12.33,2,False
Dante Thorpe,2018,2019,2,58,12.33,2,False
Davon Haynes,2013,2014,2,59,12.33,2,False
Karrington Ward,2014,2015,2,65,12.33,2,False
Kj Johnson,2020,2021,2,47,12.33,2,False
Chris Matthews,2009,2010,2,60,12.32,2,False
Marcos Knight,2012,2013,2,67,12.32,2,False
Brandon Long,2009,2010,2,51,12.31,2,False
Deandre Mays,2009,2010,2,56,12.3,2,False
Derrick Griffin,2016,2017,2,40,12.3,2,False
Fletcher Abee,2020,2021,2,46,12.3,2,False
Jc Fuller,2015,2016,2,50,12.29,2,False
Devante Carter,2020,2021,2,47,12.28,2,False
Duop Reath,2017,2018,2,64,12.27,2,False
Donald Boone,2009,2011,2,58,12.24,3,False
Cleveland Richard,2009,2010,2,58,12.23,2,False
Corey Allen Jr,2014,2015,2,59,12.23,2,False
Earvin Morris,2015,2016,2,65,12.23,2,False
Kenny Daniels,2009,2010,2,62,12.23,2,False
Mylik Wilson,2020,2021,2,52,12.22,2,False
Roman Martinez,2009,2010,2,69,12.22,2,False
Tj Weeks,2020,2021,2,25,12.22,2,False
De'Andre Hunter,2018,2019,2,71,12.21,2,False
Melvin Morgan,2012,2013,2,58,12.21,2,False
Terrence Ross,2011,2012,2,69,12.21,2,False
Thomas Bryant,2016,2017,2,69,12.21,2,False
Chudier Bile,2020,2021,2,50,12.2,2,False
Sulskis Vytas,2010,2011,2,56,12.2,2,False
Josh Jackson,2009,2017,2,61,12.19,9,False
Leon Powell,2011,2012,2,59,12.19,2,False
Isaiah Austin,2013,2014,2,71,12.17,2,False
Landon Taliaferro,2019,2020,2,61,12.17,2,False
Saddiq Bey,2019,2020,2,67,12.16,2,False
Secean Johnson,2016,2017,2,56,12.16,2,False
Charles Brown Iii,2018,2019,2,47,12.15,2,False
Davon Marshall,2013,2014,2,62,12.15,2,False
Gary Talton,2012,2013,2,61,12.15,2,False
Terell Parks,2012,2013,2,55,12.15,2,False
Tony White Jr,2009,2010,2,70,12.15,2,False
Brian Fisher,2009,2010,2,50,12.14,2,False
Todd Brown,2009,2010,2,65,12.14,2,False
Tyler Wilkerson,2009,2010,2,51,12.14,2,False
Eddie Reese,2018,2019,2,45,12.13,2,False
Jalin Hart,2017,2018,2,33,12.13,2,False
Jeff Foote,2009,2010,2,61,12.13,2,False
Aaseem Dixon,2014,2015,2,68,12.12,2,False
Chris Singletary,2009,2010,2,61,12.11,2,False
Darnell Porter,2010,2011,2,54,12.11,2,False
Kevin Sims,2009,2010,2,52,12.11,2,False
Myck Kabongo,2012,2013,2,45,12.11,2,False
Walter Wright,2016,2017,2,61,12.11,2,False
Bryce Canda,2017,2018,2,58,12.1,2,False
Deon Thompson,2009,2010,2,74,12.09,2,False
Landon Milbourne,2009,2010,2,67,12.09,2,False
Matt Lander,2010,2011,2,54,12.07,2,False
Andre Armstrong,2013,2014,2,57,12.06,2,False
Emmanuel Omogbo,2016,2017,2,65,12.06,2,False
Felix Von Hofe,2016,2017,2,64,12.06,2,False
Bo Ingram,2011,2012,2,57,12.05,2,False
Patrick McCaw,2015,2016,2,62,12.05,2,False
Glenn Robinson Iii,2013,2014,2,75,12.04,2,False
Kouat Noi,2018,2019,2,64,12.04,2,False
Marvin Johnson,2020,2021,2,51,12.04,2,False
Robert Arnold,2010,2011,2,64,12.04,2,False
Terry Rozier,2014,2015,2,73,12.04,2,False
Kevin Huerter,2017,2018,2,63,12.03,2,False
Zvonko Buljan,2009,2010,2,59,12.03,2,False
Barry Stewart,2009,2010,2,71,12.02,2,False
Rawle Alkins,2017,2018,2,60,12.02,2,False
Shannon Evans,2014,2015,2,61,12.02,2,False
Franz Wagner,2020,2021,2,55,12.01,2,False
Jaylen Hands,2018,2019,2,64,12.01,2,False
Mamadou Seck,2011,2012,2,62,12.01,2,False
Jamel Guyton,2009,2010,2,65,12.0,2,False
Ridge Graham,2010,2011,2,57,12.0,2,False
Aaron Moore,2013,2014,2,34,11.99,2,False
Filip Petrusev,2019,2020,2,65,11.99,2,False
Kinu Rochford,2012,2013,2,56,11.99,2,False
Adam Koch,2009,2010,2,68,11.98,2,False
Flavien Davis,2013,2014,2,55,11.98,2,False
Leland King,2014,2015,2,43,11.98,2,False
Garrett Nevels,2014,2015,2,59,11.97,2,False
Mervin James,2020,2021,2,48,11.97,2,False
Chris Boucher,2016,2017,2,67,11.96,2,False
Collin Chiverton,2012,2013,2,54,11.96,2,False
Jason Johnson,2009,2013,2,54,11.96,5,False
Derek Hawthorne Jr,2019,2020,2,55,11.95,2,False
Omar Johnson,2009,2010,2,55,11.95,2,False
Sidney Sanders Jr,2013,2014,2,56,11.95,2,False
David Nwaba,2015,2016,2,51,11.94,2,False
Hunter Williams,2013,2014,2,62,11.94,2,False
Christian Moon,2012,2013,2,48,11.93,2,False
Lehmon Colbert,2009,2010,2,60,11.93,2,False
Ruot Monyyong,2020,2021,2,55,11.93,2,False
Delano Spencer,2017,2018,2,55,11.92,2,False
Renardo Sidney,2011,2012,2,48,11.92,2,False
Bruno Fernando,2018,2019,2,64,11.91,2,False
Chauncey Hardy,2009,2010,2,52,11.91,2,False
Danny Sumner,2009,2010,2,61,11.91,2,False
Dj Horne,2020,2021,2,53,11.91,2,False
Zach Copeland,2019,2020,2,61,11.91,2,False
Kenny McGowen,2011,2012,2,56,11.9,2,False
Shawntrez Davis,2018,2019,2,54,11.9,2,False
Xzavier Malone-Key,2019,2020,2,53,11.9,2,False
Jamie Skeen,2010,2011,2,67,11.89,2,False
Rysheed Jordan,2014,2015,2,59,11.89,2,False
Terry Rose,2013,2014,2,50,11.89,2,False
Garrett Hicks,2020,2021,2,45,11.88,2,False
Brandon Fields,2009,2010,2,64,11.87,2,False
Addison Spruill,2014,2015,2,61,11.84,2,False
Zach Freemantle,2020,2021,2,53,11.84,2,False
Ricky Franklin,2009,2010,2,61,11.83,2,False
Lamar Morgan,2018,2019,2,64,11.81,2,False
Brenton Mills,2020,2021,2,43,11.8,2,False
Johnathan Williams,2017,2018,2,76,11.79,2,False
Mark Freeman,2020,2021,2,49,11.77,2,False
Grayson Flittner,2009,2010,2,47,11.76,2,False
Wade Baldwin Iv,2015,2016,2,67,11.75,2,False
Clevin Hannah,2009,2010,2,65,11.73,2,False
Ty Brewer,2020,2021,2,51,11.73,2,False
Neal Pitt,2009,2010,2,55,11.72,2,False
Gerrell Martin,2014,2015,2,56,11.71,2,False
Josh Jefferson,2019,2021,2,41,11.71,3,False
Nick Honor,2019,2021,2,55,11.7,3,False
Daniel Hamilton,2015,2016,2,71,11.69,2,False
Justin Roberson,2015,2016,2,66,11.69,2,False
Elijah Pepper,2020,2021,2,47,11.68,2,False
Teddy Allen,2018,2021,2,56,11.67,4,False
Dj Carton,2020,2021,2,47,11.66,2,False
Tyler Lydon,2016,2017,2,71,11.66,2,False
Jalin Thomas,2010,2011,2,54,11.65,2,False
Kwame Morgan,2010,2011,2,59,11.65,2,False
Christian Kabongo,2011,2012,2,42,11.64,2,False
Marshun Newell,2014,2015,2,61,11.63,2,False
Rodriguez Sherman,2010,2011,2,68,11.63,2,False
Frank Davis,2009,2010,2,58,11.61,2,False
James Eayrs,2009,2010,2,62,11.61,2,False
Joston Thomas,2011,2012,2,59,11.61,2,False
Cam Mack,2020,2021,2,46,11.6,2,False
Jalen Warren,2020,2021,2,45,11.6,2,False
Jo Lual-Acuil Jr,2017,2018,2,66,11.6,2,False
Phillip Crawford,2012,2013,2,47,11.6,2,False
Noah Kirkwood,2019,2020,2,55,11.59,2,False
Danero Thomas,2009,2010,2,63,11.58,2,False
Tu Holloway,2009,2012,2,66,11.58,4,False
Wil Carter,2011,2012,2,62,11.58,2,False
Jarron Coleman,2020,2021,2,43,11.57,2,False
Tyshon Pickett,2013,2014,2,67,11.56,2,False
Montarrio Haddock,2009,2010,2,60,11.55,2,False
Cameron Christon,2020,2021,2,44,11.54,2,False
Kenny Chery,2014,2015,2,64,11.54,2,False
Michael Steadman,2019,2021,2,46,11.54,3,False
Stanley Robinson,2009,2010,2,61,11.54,2,False
Josh Terry,2011,2012,2,61,11.53,2,False
Melvin Jones,2010,2011,2,59,11.53,2,False
Sahvir Wheeler,2020,2021,2,55,11.52,2,False
Will Saunders,2014,2015,2,55,11.52,2,False
Adam Leonard,2010,2011,2,71,11.51,2,False
Marvin Clark Ii,2018,2019,2,66,11.51,2,False
Tavares Speaks,2012,2013,2,62,11.51,2,False
Cecil Williams,2017,2018,2,63,11.49,2,False
Kayode Ayeni,2009,2010,2,35,11.49,2,False
Kurtis Woods,2009,2010,2,59,11.49,2,False
Robert Mitchell,2009,2010,2,60,11.49,2,False
Andrew Ferry,2011,2012,2,55,11.48,2,False
Liam O'Reilly,2017,2018,2,59,11.48,2,False
Manny Arop,2013,2014,2,62,11.48,2,False
Trey Montgomery,2009,2010,2,58,11.48,2,False
Tyler Ulis,2015,2016,2,72,11.48,2,False
Caleb Mills,2020,2021,2,35,11.47,2,False
Kamren Belin,2013,2014,2,59,11.46,2,False
Lorenzo McCloud,2012,2013,2,59,11.46,2,False
Maurice Jones,2011,2012,2,66,11.46,2,False
Dae Dae Grant,2020,2021,2,52,11.45,2,False
Jalen Canty,2017,2018,2,33,11.45,2,False
Tyresse Williford,2019,2020,2,57,11.45,2,False
Ej Liddell,2020,2021,2,60,11.44,2,False
Javon Borum,2009,2011,2,57,11.44,3,False
Paris Gulley,2012,2013,2,58,11.42,2,False
Patrick Behan,2009,2010,2,60,11.42,2,False
Tevin Bellinger,2016,2017,2,61,11.41,2,False
Jamison Overton,2020,2021,2,44,11.4,2,False
Deckie Johnson,2016,2017,2,44,11.39,2,False
Jovan Blacksher Jr,2020,2021,2,50,11.39,2,False
Martavius Adams,2010,2011,2,59,11.39,2,False
Kamdyn Curfman,2020,2021,2,52,11.38,2,False
Sam Griffin,2020,2021,2,53,11.38,2,False
Frisco Sandidge,2009,2010,2,55,11.36,2,False
Trenton Massner,2020,2021,2,52,11.35,2,False
Benny Valentine,2009,2010,2,53,11.34,2,False
Lance Jones,2020,2021,2,55,11.34,2,False
Jeremy Hollimon,2016,2017,2,64,11.33,2,False
Terrence Shannon Jr,2020,2021,2,57,11.33,2,False
Demarkus Lampley,2020,2021,2,48,11.32,2,False
Dwan Caldwell,2014,2015,2,59,11.32,2,False
Josh Thomas,2020,2021,2,51,11.32,2,False
Lorenzo Bonam,2016,2017,2,65,11.32,2,False
Troy Simons,2018,2020,2,58,11.32,3,False
Cinmeon Bowers,2015,2016,2,63,11.31,2,False
Emanuel Miller,2020,2021,2,47,11.3,2,False
Iverson Molinar,2020,2021,2,61,11.3,2,False
Dynile Forbes,2009,2010,2,56,11.29,2,False
James Daniel Iii,2017,2018,2,37,11.29,2,False
Jamie Jones,2009,2010,2,59,11.29,2,False
Kevin Scott,2017,2018,2,42,11.29,2,False
Jamie Harris,2009,2010,2,60,11.28,2,False
Tyreek Jewell,2015,2016,2,65,11.28,2,False
Andy Rautins,2009,2010,2,71,11.27,2,False
Drew Lowder,2020,2021,2,21,11.27,2,False
Ed Townsel,2013,2014,2,60,11.27,2,False
Manny Adako,2009,2010,2,63,11.27,2,False
Sean Gardner,2015,2016,2,56,11.27,2,False
Erik Durham,2016,2017,2,52,11.26,2,False
Josh Thornton,2009,2010,2,62,11.26,2,False
Robin Smeulders,2009,2010,2,61,11.26,2,False
Jake Troyli,2010,2011,2,60,11.25,2,False
Justin Tubbs,2010,2011,2,66,11.25,2,False
Devin Ebanks,2009,2010,2,69,11.24,2,False
Dwayne Collins,2009,2010,2,58,11.24,2,False
Curtis Kelly,2010,2011,2,60,11.23,2,False
Deilvez Yearby,2009,2010,2,57,11.23,2,False
Lazeric Jones,2011,2012,2,66,11.23,2,False
Ronald Jackson,2019,2020,2,61,11.23,2,False
Dylan Disu,2020,2021,2,49,11.22,2,False
Roderick Bobbitt,2015,2016,2,65,11.22,2,False
Bryan Friday,2009,2010,2,58,11.21,2,False
Julius Cheeks,2009,2010,2,57,11.21,2,False
Kyisean Reed,2012,2013,2,50,11.21,2,False
Mahamadou Diawara,2020,2021,2,53,11.21,2,False
Shevon Thompson,2015,2016,2,61,11.21,2,False
Roti Ware,2020,2021,2,44,11.2,2,False
Junior Salters,2009,2010,2,58,11.19,2,False
Terrance Calvin,2009,2010,2,62,11.18,2,False
Yeikson Montero,2020,2021,2,43,11.18,2,False
Rob Higgins,2020,2021,2,49,11.17,2,False
Jamar Diggs,2010,2011,2,67,11.16,2,False
Tyrece Radford,2020,2021,2,50,11.16,2,False
Jeffery Solarin,2014,2015,2,54,11.15,2,False
Jermaine Mallett,2010,2011,2,71,11.15,2,False
Anthony Tucker,2009,2010,2,25,11.13,2,False
Anthony Hubbard,2013,2014,2,63,11.12,2,False
Anthony Nieves,2012,2013,2,46,11.12,2,False
Malcolm Brooks,2014,2016,2,54,11.12,3,False
Quincy Olivari,2020,2021,2,53,11.12,2,False
Rob Montgomery,2019,2020,2,58,11.11,2,False
Marcus Relphorde,2010,2011,2,65,11.1,2,False
Brandon McPherson,2009,2010,2,33,11.09,2,False
Elliot Williams,2009,2010,2,68,11.09,2,False
Gerry Blakes,2015,2016,2,66,11.09,2,False
James Bishop,2020,2021,2,33,11.09,2,False
Joseph Girard Iii,2020,2021,2,60,11.09,2,False
Malachi Smith,2019,2021,2,56,11.09,3,False
Corey Wickware,2011,2012,2,50,11.08,2,False
Jermaine Couisnard,2020,2021,2,47,11.08,2,False
Ty Patterson,2009,2010,2,57,11.08,2,False
Carlton Guyton,2011,2012,2,63,11.07,2,False
Marcel Pettway,2016,2017,2,60,11.07,2,False
Sultan Toles-Bey,2010,2011,2,53,11.07,2,False
Ithiel Horton,2019,2021,2,53,11.06,3,False
Shannon Behling,2009,2010,2,62,11.06,2,False
Tyron Criswell,2015,2016,2,65,11.06,2,False
Vernon Macklin,2010,2011,2,71,11.06,2,False
Vernon Taylor,2010,2011,2,56,11.06,2,False
David McFarland,2018,2019,2,58,11.05,2,False
Jameel McKay,2015,2016,2,57,11.05,2,False
Daniel Oladapo,2020,2021,2,62,11.04,2,False
Diandre Wilson,2018,2019,2,61,11.04,2,False
Obinna Oleka,2016,2017,2,65,11.04,2,False
Tyrese Haliburton,2019,2020,2,57,11.03,2,False
Marcus Neal,2009,2010,2,54,11.02,2,False
Marcus Williams,2011,2021,2,43,11.02,11,False
Wes Alcegaire,2016,2017,2,63,11.02,2,False
Alfonso Plummer,2020,2021,2,51,11.01,2,False
Clide Geffrard,2015,2016,2,60,11.01,2,False
Ryan Wedel,2010,2011,2,64,11.01,2,False
Tyrik Armstrong,2019,2020,2,61,11.01,2,False
Jordan Eglseder,2009,2010,2,65,11.0,2,False
Maurice Joseph,2009,2010,2,68,11.0,2,False
Ray Sanders,2015,2016,2,65,11.0,2,False
Santwon Latunde,2009,2010,2,57,11.0,2,False
Craig Victor Ii,2016,2017,2,33,10.99,2,False
Armando Bacot,2020,2021,2,61,10.98,2,False
Anthony Allison,2010,2011,2,60,10.97,2,False
Francisco Cruz,2011,2012,2,60,10.97,2,False
Jason Bohannon,2009,2010,2,66,10.97,2,False
Shane Larkin,2012,2013,2,68,10.97,2,False
Xavier Blount,2012,2013,2,45,10.97,2,False
De'Jon Davis,2019,2020,2,54,10.96,2,False
Justin Dobbins,2009,2010,2,55,10.96,2,False
Ladarrien Williams,2014,2015,2,37,10.96,2,False
Moses Flowers,2020,2021,2,40,10.96,2,False
Nick Schneiders,2009,2010,2,59,10.96,2,False
Dominique Elliott,2015,2016,2,63,10.95,2,False
Marlon Ruffin,2020,2021,2,47,10.95,2,False
Nick Okorie,2009,2010,2,62,10.95,2,False
Chase Audige,2019,2021,2,53,10.94,3,False
Hyunjung Lee,2020,2021,2,49,10.94,2,False
Johnny Wolf,2009,2010,2,62,10.94,2,False
Matt Ross,2013,2014,2,59,10.94,2,False
Charles Pride,2020,2021,2,49,10.93,2,False
Dallas Morgan,2019,2020,2,60,10.93,2,False
Marcus Sasser,2020,2021,2,59,10.93,2,False
Rayshawn Goins,2011,2013,2,66,10.91,3,False
Alexis Yetna,2019,2021,2,50,10.9,3,False
Dameane Douglas,2019,2021,2,43,10.89,3,False
Jahvaughn Powell,2017,2018,2,55,10.89,2,False
Michael Vogler,2009,2010,2,59,10.89,2,False
Gibson Johnson,2017,2018,2,57,10.88,2,False
Jake Laravia,2020,2021,2,53,10.88,2,False
Ryan Litke,2009,2010,2,60,10.88,2,False
Jeffrey Simmons,2014,2015,2,53,10.87,2,False
Bj Jenkins,2010,2011,2,64,10.86,2,False
Isaiah Briscoe,2016,2017,2,70,10.86,2,False
Montel James,2015,2016,2,62,10.86,2,False
Lazabian Jackson,2012,2013,2,60,10.85,2,False
Tre'Larenz Nottingham,2018,2019,2,63,10.85,2,False
Hakeem Rogers,2016,2017,2,58,10.84,2,False
Ike Okoye,2009,2010,2,62,10.84,2,False
Johnathan Bell,2016,2017,2,58,10.84,2,False
Laron Dendy,2010,2012,2,57,10.84,3,False
John Murry,2016,2017,2,54,10.82,2,False
McKenzie Moore,2013,2014,2,34,10.82,2,False
P'Allen Stinnett,2009,2010,2,54,10.82,2,False
Morris Smith Iv,2009,2010,2,56,10.81,2,False
Warren Jones,2015,2017,2,48,10.81,3,False
B Artis White,2020,2021,2,47,10.8,2,False
Deonte Alexander,2012,2013,2,59,10.8,2,False
Kelvin Bright,2009,2010,2,56,10.8,2,False
Eni Cuka,2009,2010,2,52,10.79,2,False
Kelly Beidler,2009,2010,2,64,10.79,2,False
Rickey Holden,2018,2019,2,58,10.79,2,False
Majok Majok,2013,2014,2,56,10.78,2,False
Eric Hayes,2009,2010,2,67,10.77,2,False
Raymar Morgan,2009,2010,2,71,10.77,2,False
Rod Melton,2019,2020,2,38,10.77,2,False
Anthony Adger,2018,2019,2,58,10.76,2,False
Jamal Boykin,2009,2010,2,68,10.76,2,False
Jay-R Strowbridge,2010,2011,2,48,10.76,2,False
Chase Holmes,2009,2010,2,59,10.75,2,False
Dinma Odiakosa,2009,2010,2,67,10.75,2,False
Gerard Anderson,2009,2010,2,59,10.73,2,False
Jeff Early,2012,2013,2,59,10.73,2,False
Kaheem Ransom,2014,2015,2,64,10.73,2,False
Sekou Wiggs,2014,2015,2,58,10.73,2,False
Nikola Dragovic,2009,2010,2,64,10.72,2,False
Tyree Evans,2009,2010,2,57,10.72,2,False
Demarcus Robinson,2014,2015,2,56,10.71,2,False
Edward Stephens,2015,2017,2,60,10.71,3,False
Rob Garrison,2009,2010,2,68,10.71,2,False
Baylor Scheierman,2020,2021,2,52,10.7,2,False
Darin Green Jr,2020,2021,2,53,10.7,2,False
Donovan Jackson,2017,2018,2,65,10.7,2,False
Kenderek Washington,2011,2012,2,44,10.7,2,False
Larry Motuzis,2018,2019,2,60,10.7,2,False
Shaquielle McKissic,2014,2015,2,66,10.7,2,False
Spencer Perrin,2010,2011,2,58,10.7,2,False
Yves Mekongo Mbala,2009,2010,2,47,10.7,2,False
Ej Kusnyer,2009,2010,2,62,10.69,2,False
Tre Mann,2020,2021,2,53,10.69,2,False
Miles Bowman Jr,2016,2017,2,42,10.68,2,False
Tra'Vaughn White,2014,2016,2,53,10.68,3,False
Anthony Lawrence Ii,2018,2019,2,64,10.67,2,False
Chandler Vaudrin,2020,2021,2,56,10.67,2,False
Kenny Moore,2011,2012,2,53,10.67,2,False
Perry Petty,2009,2011,2,44,10.67,3,False
Devaugntah Williams,2015,2016,2,64,10.66,2,False
Kevin Ford,2009,2010,2,55,10.65,2,False
Robert Carter Jr,2013,2014,2,54,10.65,2,False
Immanuel Quickley,2019,2020,2,67,10.64,2,False
Renado Parker,2012,2013,2,50,10.64,2,False
Anthony Mason Jr,2009,2010,2,22,10.63,2,False
Deverell Biggs,2014,2015,2,42,10.63,2,False
Justin Moss,2014,2015,2,61,10.63,2,False
Lance Coleman Ii,2020,2021,2,33,10.62,2,False
Steven Coleman,2009,2010,2,41,10.62,2,False
Jaime Jaquez Jr,2020,2021,2,62,10.61,2,False
Daequon Montreal,2010,2011,2,65,10.6,2,False
Jake Hendricks,2019,2020,2,55,10.59,2,False
Kerry Carter,2014,2015,2,64,10.58,2,False
Mike Rodriguez,2016,2017,2,64,10.58,2,False
Tre Burnette,2015,2016,2,61,10.58,2,False
Aaron Mitchell,2010,2011,2,53,10.57,2,False
Andre Kennedy,2018,2019,2,61,10.57,2,False
Corey Wilford,2012,2013,2,55,10.57,2,False
Jalen Benjamin,2020,2021,2,56,10.57,2,False
Kendrick Harris,2010,2011,2,51,10.57,2,False
Christian Polk,2010,2011,2,66,10.56,2,False
Justin Eller,2009,2010,2,56,10.56,2,False
Jamir Coleman,2019,2020,2,52,10.55,2,False
Devon Lamb,2011,2012,2,59,10.54,2,False
Aj Oliver Ii,2020,2021,2,42,10.52,2,False
Garrius Holloman,2011,2012,2,63,10.52,2,False
Lafayette Rutledge,2017,2018,2,46,10.52,2,False
Tony Crocker,2009,2010,2,66,10.52,2,False
Ivan Aurrecoechea,2019,2020,2,59,10.51,2,False
Justin Webster,2020,2021,2,44,10.51,2,False
