player_name_clean,first_year,final_year,seasons_played,total_games,avg_pts,career_span,is_one_and_done
Quinton Campbell,2016,2017,2,56,10.51,2,False
Tim Toler,2011,2012,2,42,10.51,2,False
Dennis Jones,2018,2019,2,64,10.5,2,False
Deshaw Andrews,2019,2020,2,53,10.5,2,False
Lucas Hargrove,2009,2010,2,66,10.5,2,False
Trevelin Queen,2019,2020,2,48,10.5,2,False
Anthony Holliday,2014,2015,2,53,10.49,2,False
Emil Jones,2012,2013,2,60,10.49,2,False
Jonathan Boyd,2009,2010,2,59,10.49,2,False
Kashif Watson,2009,2010,2,59,10.49,2,False
Tyler Cochran,2020,2021,2,42,10.49,2,False
Anderson Kopp,2020,2021,2,49,10.48,2,False
Carlos Morris,2015,2016,2,56,10.48,2,False
Doug Anderson,2012,2013,2,65,10.48,2,False
Ty Cockfield,2016,2018,2,38,10.48,3,False
Jelly Walker,2020,2021,2,53,10.47,2,False
Trae Goldston,2009,2010,2,61,10.47,2,False
Harold McBride,2015,2016,2,61,10.46,2,False
Jairus Roberson,2020,2021,2,45,10.46,2,False
Quinterian McConico,2016,2017,2,46,10.46,2,False
Dustin Hogue,2014,2015,2,70,10.45,2,False
Jerrold Brooks,2013,2014,2,68,10.45,2,False
Ted McCree,2019,2020,2,36,10.45,2,False
Anthony Cordova,2009,2010,2,58,10.43,2,False
De'Sean Parsons,2016,2017,2,56,10.43,2,False
Terry Harris Jr,2016,2017,2,56,10.43,2,False
Tommie Sykes,2010,2011,2,57,10.43,2,False
Adonys Henriquez,2015,2016,2,55,10.42,2,False
Carl Hall,2012,2013,2,64,10.42,2,False
Maurice McNeil,2010,2011,2,59,10.42,2,False
Rob Whitfield,2019,2020,2,58,10.42,2,False
Tyrus McGee,2012,2013,2,69,10.42,2,False
Arinze Onuaku,2009,2010,2,69,10.4,2,False
Colby Rogers,2020,2021,2,47,10.4,2,False
De'Jon Jackson,2009,2010,2,44,10.4,2,False
Jemerrio Jones,2017,2018,2,62,10.4,2,False
Neiko Hunter,2013,2014,2,65,10.4,2,False
Rashad Reed,2009,2010,2,62,10.39,2,False
Cj Webster,2009,2010,2,52,10.38,2,False
Rashawn Polk,2010,2011,2,58,10.38,2,False
Austin Ramljak,2013,2014,2,56,10.37,2,False
Camyn Boone,2015,2016,2,59,10.37,2,False
Khalil Davis,2015,2016,2,62,10.37,2,False
Michael Roll,2009,2010,2,67,10.37,2,False
Mikko Koivisto,2009,2010,2,57,10.37,2,False
Tony Bishop,2010,2011,2,55,10.37,2,False
Tyrone Johnson,2014,2015,2,48,10.37,2,False
Shakem Johnson,2020,2021,2,50,10.36,2,False
Dj Jeffries,2020,2021,2,47,10.35,2,False
Boo Buie,2020,2021,2,49,10.34,2,False
Kai Williams,2009,2010,2,59,10.34,2,False
Mario Edwards,2009,2010,2,58,10.34,2,False
Pj Dozier,2016,2017,2,68,10.34,2,False
Sim Bhullar,2013,2014,2,63,10.34,2,False
Josiah Allick,2020,2021,2,45,10.33,2,False
Adam Brown,2010,2011,2,57,10.32,2,False
Anthony 'Cat' Barber,2014,2015,2,71,10.32,2,False
Elijah Long,2016,2017,2,66,10.32,2,False
Eugene Harvey,2009,2010,2,61,10.32,2,False
Jeremy Williams,2010,2011,2,67,10.32,2,False
Joe Kasperzyk,2019,2021,2,54,10.32,3,False
Cameron Rundles,2010,2011,2,68,10.31,2,False
Lloyd Phillips,2009,2010,2,64,10.31,2,False
Jake Robinson,2009,2010,2,60,10.3,2,False
Joe Ragland,2011,2012,2,67,10.3,2,False
Brison White,2013,2014,2,57,10.29,2,False
Dexter Pittman,2009,2010,2,69,10.28,2,False
Quincy Guerrier,2020,2021,2,60,10.28,2,False
Adonis Thomas,2012,2013,2,55,10.27,2,False
Connor Withers,2020,2021,2,52,10.27,2,False
Jeremy Sheppard,2017,2021,2,54,10.27,5,False
Vincent Davis,2009,2010,2,47,10.27,2,False
Jaime Echenique,2019,2020,2,64,10.25,2,False
Milton Burton,2010,2011,2,58,10.25,2,False
Mouhammad Faye,2009,2010,2,49,10.25,2,False
Nelson Kirksey,2013,2014,2,59,10.25,2,False
Kendrick McDonald,2011,2012,2,55,10.24,2,False
Logan McIntosh,2017,2018,2,59,10.24,2,False
John Petty,2018,2019,2,70,10.23,2,False
Deangelo Priar,2014,2015,2,61,10.21,2,False
Edgar Sosa,2009,2010,2,70,10.21,2,False
Ezekiel Charles,2018,2019,2,47,10.21,2,False
Jeff Kari,2009,2010,2,62,10.21,2,False
Louis Ellis,2011,2012,2,56,10.21,2,False
Mfiondu Kabengele,2018,2019,2,71,10.21,2,False
Pj Hairston,2012,2013,2,70,10.21,2,False
Tory Jackson,2009,2010,2,70,10.21,2,False
Mike Holloway,2016,2017,2,60,10.2,2,False
Rhon Mitchell,2013,2014,2,60,10.2,2,False
Curtis Holland Iii,2019,2020,2,36,10.19,2,False
Dennis Tinnon,2012,2013,2,65,10.19,2,False
Keishawn Brewton,2020,2021,2,31,10.19,2,False
Rondae Hollis-Jefferson,2014,2015,2,76,10.18,2,False
Alvin Mofunanya,2009,2010,2,56,10.17,2,False
Phil Taylor,2011,2012,2,40,10.17,2,False
Jermaine Ruttley,2015,2016,2,62,10.16,2,False
Michael Wilder,2012,2013,2,64,10.16,2,False
Barry Brown,2016,2017,2,68,10.15,2,False
Bryan Davis,2009,2010,2,66,10.15,2,False
D'Andre Williams,2011,2012,2,64,10.15,2,False
Edvinas Ruzgas,2009,2010,2,60,10.15,2,False
Jeromy Rodriguez,2019,2020,2,48,10.15,2,False
Michael Cubbage,2020,2021,2,34,10.15,2,False
Amos Wilson,2013,2014,2,57,10.14,2,False
Jalan McCloud,2017,2018,2,66,10.14,2,False
Noah Williams,2020,2021,2,56,10.14,2,False
Darral Willis Jr,2017,2018,2,68,10.13,2,False
De'Vion Harmon,2020,2021,2,56,10.13,2,False
Emmitt Williams,2019,2020,2,65,10.13,2,False
Mario Flaherty,2009,2010,2,60,10.13,2,False
Rakeem Brookins,2011,2013,2,48,10.13,3,False
Cam Spencer,2020,2021,2,27,10.12,2,False
Malik Porter,2020,2021,2,47,10.12,2,False
Christian Wood,2014,2015,2,62,10.11,2,False
Drew Brandon,2014,2015,2,60,10.11,2,False
Fred Sturdivant,2012,2013,2,64,10.11,2,False
Larry Wright,2010,2011,2,66,10.11,2,False
Lester Quinones,2020,2021,2,54,10.11,2,False
Sirlester Martin,2009,2010,2,56,10.11,2,False
Willie Reed,2009,2010,2,65,10.11,2,False
Cortez Mitchell,2017,2018,2,54,10.1,2,False
Demetrious Floyd,2015,2016,2,61,10.1,2,False
Andrew Harrison,2014,2015,2,79,10.09,2,False
Cornell Johnston,2015,2016,2,59,10.09,2,False
Ivan Canete,2017,2018,2,59,10.09,2,False
Roeland Schaftenaar,2009,2010,2,66,10.09,2,False
Jimmy Gavin,2013,2016,2,39,10.08,4,False
Jose Placer,2019,2021,2,51,10.08,3,False
Mario Kegler,2017,2019,2,60,10.08,3,False
George Tinsley,2020,2021,2,45,10.07,2,False
Michael Craig,2013,2014,2,53,10.07,2,False
Vince Edwards,2015,2016,2,68,10.07,2,False
Davaris McGowens,2017,2018,2,60,10.06,2,False
Keishawn Davidson,2020,2021,2,56,10.06,2,False
Skyler Hogan,2019,2020,2,57,10.06,2,False
Solomon Alabi,2009,2010,2,67,10.06,2,False
Donovan Ross,2014,2015,2,56,10.05,2,False
Josh McSwiggan,2018,2019,2,59,10.05,2,False
Kedar Edwards,2016,2017,2,59,10.05,2,False
Lindsey Hughey,2010,2011,2,58,10.05,2,False
Bryce White,2015,2016,2,23,10.04,2,False
John Dewey Iii,2017,2018,2,62,10.04,2,False
Tj Washington,2019,2020,2,59,10.04,2,False
Isaiah Crawford,2020,2021,2,45,10.03,2,False
Ash Yacoubou,2015,2016,2,63,10.02,2,False
Josh Colon,2020,2021,2,31,10.02,2,False
Keith Fisher Iii,2018,2020,2,58,10.02,3,False
Arthur Johnson,2018,2019,2,48,10.01,2,False
Ed Davis,2009,2010,2,60,10.01,2,False
Ej Reed,2013,2014,2,63,10.01,2,False
Alex Garcia-Mendoza,2010,2011,2,62,10.0,2,False
Caleb Asberry,2020,2021,2,50,10.0,2,False
Eric Buckner,2011,2012,2,64,10.0,2,False
John Rybak,2009,2010,2,53,10.0,2,False
Trent Harris,2019,2020,2,59,10.0,2,False
Chip Armelin,2014,2015,2,60,9.99,2,False
Jose Rodriguez,2014,2016,2,64,9.98,3,False
Perrin Buford,2015,2016,2,67,9.98,2,False
Tyler Honeycutt,2010,2011,2,59,9.97,2,False
Jovaughn Love,2015,2016,2,59,9.96,2,False
Demetrece Young,2010,2011,2,64,9.95,2,False
Sean Kowal,2009,2010,2,58,9.95,2,False
Ben Harvey,2019,2021,2,56,9.94,3,False
Eric Platt,2010,2011,2,38,9.94,2,False
Nahiem Alleyne,2020,2021,2,54,9.94,2,False
Jeron Belin,2010,2011,2,63,9.93,2,False
Steve Panos,2009,2010,2,59,9.93,2,False
Jordan Heath,2013,2014,2,64,9.92,2,False
Sal Nuhu,2019,2020,2,53,9.92,2,False
Shakir Brown,2016,2017,2,59,9.92,2,False
Tadre Sheppard,2010,2011,2,48,9.92,2,False
Dirk Williams,2016,2017,2,64,9.9,2,False
Lamonte Ulmer,2009,2010,2,70,9.9,2,False
Michael Littlejohn,2019,2020,2,59,9.9,2,False
Nurideen Lindsey,2012,2013,2,41,9.9,2,False
Freddie Goldstein,2012,2013,2,46,9.89,2,False
Marvin Jean-Pierre,2017,2018,2,58,9.89,2,False
Charles Funches,2010,2011,2,64,9.88,2,False
Demario Beck,2017,2018,2,66,9.88,2,False
Jp Prince,2009,2010,2,68,9.88,2,False
Jr Cadot,2011,2012,2,64,9.88,2,False
Kobe Julien,2020,2021,2,11,9.88,2,False
Tj Dunans,2016,2017,2,47,9.88,2,False
Calvin Betts,2009,2010,2,61,9.87,2,False
Oscar Tshiebwe,2020,2021,2,41,9.86,2,False
Raymond Penn,2013,2014,2,55,9.86,2,False
Tre'Darius McCallum,2017,2018,2,63,9.86,2,False
Aamir McCleary,2009,2010,2,37,9.85,2,False
Howard Crawford,2009,2010,2,67,9.85,2,False
Gabe Stefanini,2018,2019,2,52,9.84,2,False
Tristen Newton,2020,2021,2,47,9.84,2,False
Ariece Perkins,2009,2010,2,54,9.83,2,False
Cameron Tyson,2019,2021,2,47,9.83,3,False
Damian Johnson,2009,2010,2,65,9.83,2,False
Jaden Jackson,2015,2016,2,55,9.83,2,False
Jaron Jones,2011,2012,2,57,9.83,2,False
Seth Leday,2019,2020,2,35,9.83,2,False
James Dews,2009,2010,2,63,9.82,2,False
James Jean-Marie,2020,2021,2,50,9.82,2,False
Malcolm Griffin,2010,2011,2,54,9.82,2,False
Papa Oppong,2009,2010,2,55,9.82,2,False
Shavon Coleman,2013,2014,2,65,9.82,2,False
Stephan Gilling,2009,2010,2,61,9.82,2,False
Drew Lutz,2020,2021,2,46,9.81,2,False
Rafriel Guthrie,2013,2014,2,65,9.81,2,False
Terrance Mitchell,2010,2011,2,55,9.81,2,False
Antonio Reeves,2020,2021,2,54,9.8,2,False
Norbertas Giga,2017,2018,2,66,9.8,2,False
Will Bynum,2009,2010,2,55,9.79,2,False
John Walton Iii,2015,2016,2,56,9.78,2,False
Juan Pattillo,2009,2011,2,51,9.78,3,False
Keli Leaupepe,2020,2021,2,51,9.77,2,False
Marcus Hooten,2012,2013,2,63,9.77,2,False
Joe Thomasson,2015,2016,2,59,9.76,2,False
Chuma Okeke,2018,2019,2,71,9.75,2,False
Deontay Twyman,2010,2011,2,65,9.75,2,False
Willie Galick,2009,2010,2,62,9.75,2,False
Ajare Sanni,2019,2021,2,41,9.74,3,False
Antoine Myers,2013,2014,2,62,9.74,2,False
Donovan Clay,2020,2021,2,60,9.74,2,False
Dwight Thorne Ii,2009,2010,2,59,9.74,2,False
David Dj Jackson,2010,2011,2,64,9.73,2,False
Mikey Watkins,2020,2021,2,48,9.73,2,False
Coryon Mason,2020,2021,2,48,9.72,2,False
Patrick Foley,2009,2010,2,35,9.72,2,False
Santiago Vescovi,2020,2021,2,46,9.72,2,False
Zoran Talley,2016,2017,2,61,9.72,2,False
Ali Farokhmanesh,2009,2010,2,68,9.71,2,False
Bernard James,2011,2012,2,69,9.71,2,False
Greg Outlaw,2020,2021,2,45,9.7,2,False
Hunter Vick,2019,2020,2,52,9.7,2,False
Jack Clark,2019,2021,2,33,9.69,3,False
Spencer Rodgers,2019,2021,2,41,9.69,3,False
Darrell Lampley,2011,2012,2,59,9.68,2,False
Jack Forrest,2020,2021,2,40,9.68,2,False
Joey Hauser,2019,2021,2,62,9.68,3,False
Whitney Coleman,2009,2010,2,32,9.68,2,False
Zaquavian Smith,2018,2019,2,34,9.68,2,False
Andres Feliz,2019,2020,2,63,9.67,2,False
Darius Carter,2014,2015,2,68,9.67,2,False
Jaysean Paige,2015,2016,2,69,9.67,2,False
Toumani Camara,2020,2021,2,55,9.66,2,False
Devan Dumes,2009,2010,2,56,9.65,2,False
Kevin Swecker,2009,2010,2,54,9.65,2,False
Chris Kellermann,2009,2010,2,37,9.64,2,False
Quenton Jackson,2020,2021,2,47,9.64,2,False
Bruce Stevens,2018,2019,2,65,9.63,2,False
Dk Eldridge,2014,2015,2,67,9.63,2,False
Dwane Joshua,2009,2010,2,54,9.63,2,False
Mike McCall Jr,2013,2014,2,68,9.63,2,False
Tre Hagood,2014,2015,2,64,9.63,2,False
David Tairu,2010,2011,2,67,9.62,2,False
Pat Swilling Jr,2013,2014,2,46,9.62,2,False
Raymond Cowels Iii,2012,2013,2,64,9.62,2,False
Sama Taku,2013,2014,2,66,9.62,2,False
Craig Beaudion,2020,2021,2,51,9.61,2,False
Jermaine Dixon,2009,2010,2,59,9.61,2,False
Leland King Ii,2017,2018,2,60,9.61,2,False
Marcus Davis,2012,2013,2,33,9.61,2,False
Dayton Gumm,2018,2019,2,48,9.6,2,False
Janari Joesaar,2014,2015,2,40,9.6,2,False
Jorden Duffy,2018,2019,2,46,9.6,2,False
Lance Jeter,2010,2011,2,65,9.6,2,False
Tate Hall,2020,2021,2,60,9.6,2,False
Tyler Larson,2014,2015,2,58,9.6,2,False
Ashton Hagans,2019,2020,2,67,9.59,2,False
Jarrid Famous,2010,2011,2,63,9.59,2,False
Michael Freeman,2009,2010,2,61,9.59,2,False
Rashad Lindsey,2017,2018,2,61,9.59,2,False
Romain Martin,2009,2010,2,35,9.59,2,False
Geron Johnson,2013,2014,2,66,9.58,2,False
Will Tavares,2017,2018,2,57,9.58,2,False
Brandon Rush,2020,2021,2,50,9.57,2,False
Chase Grabau,2011,2012,2,53,9.56,2,False
De'Antae McMurray,2017,2018,2,62,9.56,2,False
Doneal Mack,2009,2010,2,71,9.56,2,False
Jareal Smith,2011,2012,2,55,9.56,2,False
Joshua Treadwell,2016,2017,2,59,9.56,2,False
Shawn Smith,2014,2015,2,35,9.56,2,False
Travis Fulton,2012,2013,2,61,9.56,2,False
Ar'Mond Davis,2017,2019,2,62,9.55,3,False
Dion Waiters,2011,2012,2,70,9.55,2,False
Jaylen Forbes,2020,2021,2,53,9.55,2,False
Phil Gary Jr,2010,2011,2,57,9.55,2,False
Trahson Burrell,2015,2016,2,63,9.55,2,False
Brad Reese,2010,2011,2,67,9.54,2,False
Darien Fernandez,2016,2017,2,57,9.54,2,False
Darius Morris,2010,2011,2,65,9.54,2,False
Ed Dyson,2014,2015,2,54,9.54,2,False
Miroslav Stafl,2020,2021,2,50,9.54,2,False
Alec Kobre,2015,2016,2,49,9.53,2,False
Jalen Nesbitt,2014,2015,2,61,9.53,2,False
Kenny Harris,2011,2012,2,61,9.53,2,False
James Milliken,2015,2016,2,65,9.52,2,False
Paul Egwuonwu,2013,2014,2,53,9.52,2,False
Jeremy Baker,2009,2010,2,45,9.51,2,False
Justin Brownlee,2010,2011,2,65,9.51,2,False
Leon Daniels,2019,2020,2,61,9.51,2,False
Deshone McClure,2013,2014,2,54,9.5,2,False
Diante Wood,2020,2021,2,35,9.5,2,False
Tony Hooper,2009,2010,2,30,9.5,2,False
Trey Diggs,2020,2021,2,54,9.5,2,False
Derrik Jamerson Jr,2018,2019,2,63,9.49,2,False
Jarrel Smith,2009,2010,2,58,9.49,2,False
Jaylon Wilson,2019,2020,2,52,9.49,2,False
Matt Bingaya,2014,2015,2,60,9.49,2,False
Chris McKnight,2009,2010,2,69,9.48,2,False
David Johnson,2020,2021,2,46,9.48,2,False
Isiah Small,2020,2021,2,52,9.48,2,False
Jordan Glynn,2010,2011,2,54,9.48,2,False
Eric Lovett,2020,2021,2,45,9.47,2,False
Gavin Peppers,2018,2019,2,52,9.47,2,False
Ben Krikke,2020,2021,2,58,9.46,2,False
Byron Ashe,2014,2015,2,59,9.46,2,False
Chico Carter Jr,2020,2021,2,45,9.46,2,False
Johnny Juzang,2020,2021,2,55,9.46,2,False
Mitchell Anderson,2012,2013,2,63,9.46,2,False
Morgan Taylor,2019,2020,2,20,9.46,2,False
Tommy Burton,2019,2020,2,63,9.46,2,False
Aakim Saintil,2014,2016,2,59,9.45,3,False
Fardaws Aimaq,2019,2021,2,47,9.45,3,False
Michael Porrini,2011,2012,2,68,9.45,2,False
Muusa Dama,2017,2018,2,55,9.45,2,False
Tracy Rankins,2009,2010,2,44,9.45,2,False
Will Archambault,2009,2010,2,63,9.45,2,False
Konstantinos Mitoglou,2015,2016,2,63,9.44,2,False
Menji Mundadi,2009,2010,2,57,9.44,2,False
Ray Lee,2013,2017,2,32,9.44,5,False
Derek Glasser,2009,2010,2,67,9.43,2,False
Mike Rostampour,2014,2015,2,57,9.43,2,False
Noah Waterman,2020,2021,2,22,9.43,2,False
Brandon Bryant,2009,2010,2,61,9.42,2,False
Michael Moreno,2020,2021,2,58,9.42,2,False
Robbie Dreher,2010,2011,2,57,9.42,2,False
Grantham Gillard,2018,2019,2,58,9.41,2,False
Ray Jones Jr,2011,2012,2,57,9.41,2,False
Alimamy Koroma,2020,2021,2,45,9.4,2,False
Jesse Perry,2011,2012,2,73,9.4,2,False
Kylor Kelley,2019,2020,2,62,9.4,2,False
Melvin Baker,2011,2012,2,62,9.4,2,False
Nehemias Morillo,2015,2016,2,62,9.4,2,False
Arnold Fripp,2014,2015,2,60,9.39,2,False
Darnell Harris,2015,2016,2,68,9.39,2,False
Jameer Nelson Jr,2020,2021,2,38,9.39,2,False
Rashaun McLemore,2010,2011,2,45,9.39,2,False
Adam Link,2013,2014,2,56,9.38,2,False
Cliff Ederaine,2011,2012,2,58,9.38,2,False
Cory Cooperwood,2009,2010,2,65,9.38,2,False
Kayne Henry,2020,2021,2,53,9.38,2,False
Austin Dasent,2017,2018,2,56,9.37,2,False
Cameron Brown,2020,2021,2,49,9.37,2,False
Cj Kelly,2019,2021,2,42,9.37,3,False
Jordan Hairston,2020,2021,2,40,9.37,2,False
Jordan Poole,2018,2019,2,75,9.37,2,False
Kam Hankerson,2018,2019,2,66,9.37,2,False
Lionheart Leslie,2016,2017,2,58,9.37,2,False
Chris Lutz,2009,2010,2,56,9.36,2,False
Diamante Lewis,2016,2017,2,58,9.36,2,False
Ethan Montalvo,2015,2016,2,55,9.36,2,False
Devonte Upson,2014,2015,2,59,9.35,2,False
Monté Morris,2014,2015,2,70,9.35,2,False
Tyreke Locure,2020,2021,2,48,9.35,2,False
Alex Welhouse,2012,2013,2,45,9.34,2,False
Daryl Banks Iii,2020,2021,2,55,9.34,2,False
Taz Sherman,2020,2021,2,59,9.34,2,False
Markedric Bell,2020,2021,2,52,9.33,2,False
Pablo Rivas,2017,2018,2,62,9.33,2,False
Tyger Campbell,2020,2021,2,62,9.33,2,False
Tony Gill,2013,2014,2,66,9.32,2,False
Travis Weatherington,2018,2019,2,64,9.32,2,False
Cormac Ryan,2019,2021,2,49,9.31,3,False
Michael Karena,2015,2016,2,61,9.31,2,False
Deion Bute,2018,2019,2,60,9.3,2,False
Rozell Nunn,2014,2015,2,52,9.3,2,False
Will Martinez,2020,2021,2,45,9.3,2,False
Willie Veasley,2009,2010,2,68,9.3,2,False
James Thomas,2013,2014,2,63,9.29,2,False
Jeremy Evans,2009,2010,2,67,9.29,2,False
Cornelius Vines,2009,2010,2,62,9.28,2,False
De'Sean Allen-Eikens,2020,2021,2,35,9.28,2,False
Dou Gueye,2020,2021,2,53,9.28,2,False
Jalen Perry,2018,2019,2,64,9.28,2,False
Antonio Biglow,2013,2014,2,52,9.27,2,False
Antonio Lofton,2010,2011,2,55,9.25,2,False
Dj Felder,2014,2015,2,57,9.25,2,False
Jason Love,2009,2010,2,69,9.25,2,False
Ognjen Miljkovic,2014,2015,2,55,9.25,2,False
Donovann Toatley,2019,2021,2,42,9.24,3,False
Tre Gomillion,2020,2021,2,58,9.24,2,False
Cam Williams,2020,2021,2,37,9.23,2,False
Eric Thompson,2015,2016,2,39,9.23,2,False
Prokop Slanina,2017,2018,2,51,9.23,2,False
Shykeim Phillips,2020,2021,2,29,9.23,2,False
Yolonzo Moore Ii,2014,2015,2,62,9.23,2,False
Che Bob,2017,2018,2,45,9.22,2,False
Justin Swidowski,2012,2013,2,43,9.22,2,False
Damon Forest,2009,2010,2,37,9.21,2,False
Rashad Allison,2010,2011,2,59,9.21,2,False
Blake Hinson,2019,2020,2,60,9.2,2,False
Brandon Battle,2020,2021,2,50,9.2,2,False
Nate Duhon,2013,2014,2,55,9.2,2,False
Ronnie Boggs,2012,2013,2,56,9.2,2,False
Tamarcio Wilson,2015,2016,2,53,9.2,2,False
Travis McConico,2018,2019,2,57,9.2,2,False
Daniss Jenkins,2020,2021,2,47,9.19,2,False
Landon Atterberry,2014,2015,2,56,9.19,2,False
Darien Walker,2015,2016,2,66,9.18,2,False
David Bruce,2012,2013,2,38,9.18,2,False
Lunden McDay,2020,2021,2,53,9.18,2,False
Pedro Bradshaw,2019,2021,2,29,9.18,3,False
Ben Roderick,2020,2021,2,46,9.17,2,False
Darnell Cowart,2019,2020,2,38,9.17,2,False
Dennis Horner,2009,2010,2,66,9.17,2,False
Jacquan Nobles,2010,2011,2,59,9.17,2,False
James Richardson,2017,2018,2,56,9.17,2,False
Kevin White,2010,2011,2,61,9.17,2,False
Milton Chavis,2012,2013,2,57,9.17,2,False
Bryson Langdon,2020,2021,2,54,9.16,2,False
Dj Davis,2016,2021,2,53,9.16,6,False
Leonard Harper-Baker,2019,2020,2,55,9.16,2,False
Ray Crossland,2017,2018,2,56,9.16,2,False
Alfonzo Hubbard,2012,2013,2,46,9.15,2,False
Cj Hailey,2009,2010,2,48,9.15,2,False
Hugh Mingo,2011,2012,2,57,9.15,2,False
Jeff Gary,2020,2021,2,47,9.15,2,False
Jordan Minor,2020,2021,2,48,9.15,2,False
Marcellus Garrick,2018,2019,2,52,9.15,2,False
Marvin Jefferson,2009,2010,2,60,9.15,2,False
Sean East Ii,2020,2021,2,53,9.15,2,False
Braelen Bridges,2020,2021,2,51,9.14,2,False
Mastadi Pitt,2018,2019,2,58,9.14,2,False
Andell Cumberbatch,2014,2015,2,62,9.13,2,False
Daniel Kinchen,2018,2019,2,58,9.13,2,False
Fabyon Harris,2013,2014,2,62,9.13,2,False
Preston Brown,2009,2010,2,55,9.13,2,False
Alex Rivera,2019,2021,2,46,9.12,3,False
Art Steward,2011,2012,2,60,9.12,2,False
Elijah Mitrou-Long,2019,2020,2,55,9.12,2,False
Alex Stepheson,2010,2011,2,62,9.11,2,False
Boogie Ellis,2020,2021,2,59,9.11,2,False
Ray Spalding,2017,2018,2,70,9.11,2,False
Daveon Boardingham,2013,2014,2,68,9.1,2,False
Federico Mussini,2016,2017,2,62,9.1,2,False
Qudus Wahab,2020,2021,2,58,9.1,2,False
Taran Buie,2011,2013,2,40,9.1,3,False
Myles Baker,2020,2021,2,42,9.09,2,False
Cameron Lard,2018,2019,2,53,9.08,2,False
Garrett Williamson,2009,2010,2,63,9.08,2,False
Nick Stampley,2020,2021,2,53,9.08,2,False
Pierre Curtis,2009,2010,2,68,9.08,2,False
Rahlir Hollis-Jefferson,2012,2013,2,64,9.08,2,False
Seth Tarver,2009,2010,2,66,9.08,2,False
James Powell,2009,2010,2,57,9.07,2,False
Jason Gibson,2020,2021,2,46,9.07,2,False
Kadeem Allen,2016,2017,2,68,9.07,2,False
Karl Ziegler,2013,2014,2,59,9.06,2,False
Taran Brown,2013,2014,2,57,9.06,2,False
Grant Parker,2009,2010,2,48,9.05,2,False
Jonas James,2020,2021,2,48,9.05,2,False
Mike Thorne Jr,2016,2017,2,30,9.05,2,False
Robert Jones,2020,2021,2,44,9.05,2,False
Carlos Anderson,2016,2017,2,56,9.03,2,False
Isaiah Tisdale,2019,2020,2,62,9.03,2,False
Jonathan Mills,2012,2013,2,67,9.03,2,False
Ogo Adegboye,2010,2011,2,61,9.03,2,False
Sherwyn Devonish,2020,2021,2,47,9.03,2,False
Brae Ivey,2019,2020,2,60,9.02,2,False
Chris Howard,2009,2010,2,64,9.02,2,False
Chris Oakes,2009,2010,2,55,9.02,2,False
Deandre Gholston,2019,2021,2,35,9.02,3,False
Hunter Woods,2020,2021,2,49,9.02,2,False
Joey Shaw,2009,2010,2,64,9.02,2,False
Frank Mason,2014,2015,2,71,9.01,2,False
Al-Amir Dawes,2020,2021,2,55,9.0,2,False
Jestin Lewis,2015,2016,2,54,9.0,2,False
John Stansbury,2020,2021,2,25,9.0,2,False
Khalif Battle,2020,2021,2,35,9.0,2,False
Ilker Er,2017,2018,2,36,8.99,2,False
Jaron Cornish,2018,2019,2,58,8.99,2,False
Rory Spencer,2010,2011,2,56,8.99,2,False
Brian Green,2010,2011,2,66,8.98,2,False
Jonathan Octeus,2013,2014,2,63,8.98,2,False
P J Alawoya,2010,2011,2,55,8.98,2,False
Clemmye Owens V,2016,2017,2,46,8.96,2,False
Damiree Burns,2020,2021,2,36,8.96,2,False
Greg Nero,2009,2011,2,36,8.96,3,False
Keith Clemons,2020,2021,2,52,8.95,2,False
Brandon Kamga,2016,2020,2,41,8.94,5,False
James Reid,2015,2017,2,60,8.94,3,False
Marquez Letcher-Ellis,2016,2017,2,63,8.94,2,False
Quatarrius Wilson,2018,2020,2,54,8.94,3,False
Chris Roberts,2009,2010,2,67,8.93,2,False
Josh Adeyeye,2015,2016,2,56,8.93,2,False
Marcus Roper,2015,2016,2,56,8.93,2,False
Alex Len,2012,2013,2,60,8.92,2,False
Carlos Emory,2012,2013,2,71,8.92,2,False
Darius Cox,2009,2010,2,47,8.92,2,False
Kurt Cunningham,2009,2010,2,62,8.92,2,False
Kidani Brutus,2011,2012,2,63,8.91,2,False
Nate Hinton,2019,2020,2,68,8.91,2,False
Justin Carter,2009,2010,2,66,8.9,2,False
Quinton Johnson Ii,2020,2021,2,39,8.9,2,False
Corey Baldwin,2016,2017,2,59,8.89,2,False
Deven Williams,2013,2014,2,55,8.89,2,False
Lafayette Dorsey,2018,2019,2,53,8.89,2,False
Markeys Deans,2010,2011,2,42,8.89,2,False
Sean McNeil,2020,2021,2,57,8.89,2,False
Shon Briggs,2017,2018,2,52,8.89,2,False
Cj Fredrick,2020,2021,2,52,8.88,2,False
Johnathan Williams Iii,2014,2015,2,66,8.87,2,False
Kwane Marble Ii,2020,2021,2,50,8.87,2,False
Luka Drca,2009,2010,2,61,8.87,2,False
Cj Brim,2020,2021,2,42,8.86,2,False
Jay Watkins,2010,2011,2,35,8.86,2,False
Jemarl Baker Jr,2020,2021,2,44,8.86,2,False
Mike Mercer,2009,2010,2,37,8.86,2,False
Bo Amusa,2010,2011,2,47,8.85,2,False
Charles Callison,2016,2017,2,56,8.85,2,False
Mike McCall,2011,2012,2,62,8.85,2,False
Messiah Jones,2020,2021,2,51,8.84,2,False
Elmo Stephen,2016,2017,2,50,8.83,2,False
Jarrid Rhodes,2017,2018,2,64,8.83,2,False
