player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65,player_name_clean,pts_prev,pts_improvement,pts_first_year,pts_total_improvement,treb_prev,treb_improvement,treb_first_year,treb_total_improvement,ast_prev,ast_improvement,ast_first_year,ast_total_improvement,TS_per_prev,TS_per_improvement,TS_per_first_year,TS_per_total_improvement,bpm_prev,bpm_improvement,bpm_first_year,bpm_total_improvement,Min_per_prev,Min_per_improvement,Min_per_first_year,Min_per_total_improvement,usg_prev,usg_improvement,usg_first_year,usg_total_improvement,pts_career_avg,treb_career_avg,ast_career_avg,TS_per_career_avg,bpm_career_avg,Min_per_career_avg,usg_career_avg,years_in_college,name_std,draft_year,draft_pick,draft_round,was_drafted,raptor_total_mean,war_total_sum,season_count,mp_sum,target_drafted,target_draft_pick,is_low_pick,is_high_nba_performer,is_diamond
Justin Holiday,Washington,P10,35,70.1,116.9,17.5,54.4,56.62,7.0,13.0,12.4,16.6,44,57,0.772,91,166,0.548,47,131,0.359,2.7,2.3,19.2,Sr,6-Jun,22.0,3.24025,118.209,2.9,2011,3453,all,81.8,1.44235039,57.0,86.0,34.0,80.0,0.6628,0.425,18.0,19.0,0.9474,,96.8788,92.3493,3.36638,197.669,8.19967,4.8716,3.32807,7.22538,28.2571,4.47741,2.74797,1.8286,3.3714,5.2,2.1429,1.1714,0.8,10.4857,Wing G,7.35515,Justin Holiday,5.8824,4.6033,2.0588,8.4269,4.4706,0.7294,2.5294,2.6706000000000003,1.8235,0.3194000000000001,1.2647,0.8782000000000001,48.54,8.079999999999998,47.31,9.309999999999995,7.29567,0.903999999999999,4.21975,3.979919999999999,52.2,17.89999999999999,38.6,31.499999999999993,15.1,2.4000000000000004,10.9,6.6,6.142299999999999,4.066666666666666,1.7436999999999998,50.82333333333333,6.571696666666667,53.63333333333333,14.5,3,justin holiday,,,,0,-0.1407577923815516,18.416403142885116,8.0,12332.0,0,,True,True,True
Kent Bazemore,Old Dominion,CAA,35,75.0,97.7,29.3,46.3,49.5,6.2,15.7,23.9,21.0,115,182,0.632,135,298,0.453,51,159,0.321,1.3,4.1,39.8,Sr,5-Jun,24.0,2.74488,109.987,3.5,2012,9755,all,21.6,0.95534375,75.0,121.0,60.0,177.0,0.6198,0.339,14.0,15.0,0.9333,,89.6959,88.9042,4.00882,235.267,5.16354,2.53779,2.62574,6.52298,31.5143,3.50944,3.01355,1.8571,4.2286,6.0857,3.0571,2.1143,0.3429,15.3714,Wing G,8.76971,Kent Bazemore,12.2647,3.1067,4.5143,10.8571,5.0588,1.0269000000000004,3.0571,3.0286,2.8824,0.1747,1.5143,1.5428000000000002,55.87,-6.369999999999997,46.22,3.280000000000001,8.72862,-3.565079999999999,0.674247,4.489293,76.8,-1.7999999999999972,40.4,34.6,23.1,6.199999999999999,21.3,8.0,10.141775,4.5920749999999995,2.703725,50.535,5.36000675,64.7,23.675,4,kent bazemore,,,,0,-0.143099469408503,16.766341265077013,9.0,13735.0,0,,True,True,True
Khris Middleton,Texas A&M,B12,19,44.3,96.0,28.6,45.1,48.32,5.7,15.8,19.0,16.5,39,52,0.75,77,160,0.481,19,74,0.257,1.1,2.1,22.2,Jr,7-Jun,22.0,2.62152,110.524,2.7,2012,12631,all,79.8,1.0,24.0,39.0,53.0,121.0,0.6154,0.438,2.0,3.0,0.6667,39.0,96.8178,90.5318,3.58719,98.5027,3.92283,2.03078,1.89205,5.42874,29.0526,3.89037,1.53836,1.3684,3.7368,5.1053,2.1579,0.9474,0.2632,13.1579,Wing F,8.49013,Khris Middleton,14.4062,-1.2483000000000004,7.3636,5.7943,5.25,-0.1447000000000002,3.5455,1.5597999999999996,2.8125,-0.6545999999999998,1.0303,1.1276000000000002,56.1,-7.780000000000001,55.43,-7.109999999999999,6.67313,-2.7502999999999997,7.10893,-3.1861,73.7,-29.40000000000001,52.0,-7.700000000000003,27.5,1.1000000000000014,18.9,9.700000000000005,11.642566666666667,4.6336,2.0002333333333335,53.28333333333333,5.90163,56.666666666666664,25.0,3,khris middleton,2012.0,39.0,2.0,1,1.9016115906317177,54.19891550118276,9.0,20795.0,1,39.0,True,True,True
Langston Galloway,Saint Joseph's,A10,34,90.2,125.3,20.3,57.0,60.99,2.8,10.5,9.3,6.7,114,138,0.826,82,184,0.446,108,244,0.443,1.5,1.8,32.2,Sr,2-Jun,10.0,5.42939,131.058,2.6,2014,15142,all,66.4,1.8928962,40.0,68.0,42.0,117.0,0.5882,0.359,12.0,13.0,0.9231,,103.489,100.79,3.61669,204.296,7.15204,6.47683,0.675204,7.54495,36.2059,6.17963,1.36532,0.8235,3.4412,4.2647,1.5588,1.0588,0.5,17.7059,Wing G,11.8583,Langston Galloway,13.7812,3.9247,12.7576,4.9483,3.5938,0.6709000000000005,5.5455,-1.2807999999999993,2.25,-0.6912,2.8788,-1.32,55.19,5.800000000000004,54.81,6.18,4.20619,2.94585,5.53847,1.6135700000000002,88.5,1.7000000000000028,85.1,5.1000000000000085,19.8,0.5,20.1,0.1999999999999993,14.936175,4.476,2.230725,58.5375,5.866630000000001,87.875,19.75,4,langston galloway,,,,0,0.0724498691428571,13.843950399,7.0,9858.0,0,,True,True,True
Malcolm Brogdon,Virginia,ACC,37,85.1,120.0,26.8,53.2,58.48,2.1,13.3,19.5,10.0,140,156,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31.0,Sr,5-Jun,15.0,5.99104,137.708,2.4,2016,33335,all,80.6,2.21154109,89.0,137.0,66.0,174.0,0.6496,0.3793,5.0,5.0,1.0,36.0,98.9573,92.0084,4.36185,203.837,9.49229,7.27731,2.21498,10.2715,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,Combo G,9.86277,Malcolm Brogdon,14.0,4.243200000000002,6.7143,11.528900000000002,3.9412,0.1129000000000002,2.7857,1.2684000000000002,2.3824,0.7256999999999998,1.3571,1.751,54.5,3.979999999999997,51.44,7.039999999999999,6.85273,2.6395600000000004,1.18393,8.30836,80.7,4.3999999999999915,48.7,36.39999999999999,24.7,2.1000000000000014,20.7,6.100000000000001,12.91505,4.05335,2.394325,54.7225,6.6507625,73.2,23.75,4,malcolm brogdon,2016.0,36.0,2.0,1,1.0259396337562536,19.917678904601665,6.0,9758.0,1,36.0,True,True,True
Marvin Williams,Louisiana Monroe,SB,18,30.7,99.2,21.4,55.5,57.53,9.0,14.6,5.1,23.3,25,37,0.676,64,115,0.557,1,3,0.333,4.6,1.1,31.4,Sr,8-Jun,0.0,1.16497,99.9521,4.2,2015,32104,all,,0.28571429,45.0,68.0,19.0,47.0,0.6618,0.4043,3.0,5.0,0.6,,96.1633,97.2856,2.41146,75.5615,-1.1324,-2.7274,1.595,-0.173231,22.5714,-1.28502,1.11179,1.7143,2.9524,4.6667,0.4762,0.4286,0.9048,8.5238,PF/C,0.454358,Marvin Williams,8.375,0.1487999999999996,4.1304,4.3934,4.8333,-0.1666000000000007,3.1739,1.4927999999999997,0.4583,0.0179,0.1304,0.3458,49.94,7.590000000000003,43.42,14.11,-2.80121,1.66881,-8.85244,7.720039999999999,55.0,-24.3,23.5,7.199999999999999,21.1,0.2999999999999971,21.3,0.0999999999999978,7.009733333333333,4.224633333333333,0.3549666666666666,50.29666666666666,-4.262016666666667,36.4,21.266666666666666,3,marvin williams,,,,0,-0.0772688962857143,20.289226472,7.0,14017.0,0,,True,True,True
Montrezl Harrell,Louisville,ACC,35,84.8,113.7,22.6,57.8,58.81,10.0,19.1,9.2,15.1,114,191,0.597,204,339,0.602,9,37,0.243,3.7,1.6,50.8,Jr,8-Jun,24.0,4.74093,124.59,2.4,2015,26468,all,84.0,0.7101552,148.0,190.0,56.0,148.0,0.7789,0.3784,74.0,78.0,0.9487,32.0,89.4932,83.8085,5.27412,244.458,7.45216,3.50642,3.94574,8.58579,35.1143,5.41646,3.16934,3.1714,6.0,9.1714,1.4,0.9429,1.2,15.6857,PF/C,1.81952,Montrezl Harrell,14.027,1.6587000000000014,5.65,10.0357,8.4054,0.766,3.625,5.5464,1.2162,0.1837999999999999,0.2,1.2,59.16,-0.3499999999999943,57.09,1.7199999999999989,8.40936,-0.9571999999999994,5.70546,1.7466999999999997,73.2,11.599999999999994,39.9,44.9,21.9,0.7000000000000028,16.7,5.900000000000002,11.787566666666669,7.067266666666666,0.9387333333333332,58.35333333333333,7.188993333333333,65.96666666666667,20.4,3,montrezl harrell,2015.0,32.0,2.0,1,1.6268879788624209,21.432245556933317,7.0,8918.0,1,32.0,True,True,True
Norman Powell,UCLA,P12,36,85.7,104.9,24.0,49.7,53.99,1.9,13.3,12.8,15.8,127,169,0.751,175,348,0.503,38,119,0.319,1.5,3.2,36.2,Sr,4-Jun,4.0,3.70038,116.502,2.9,2015,22006,all,89.6,0.93749446,132.0,217.0,43.0,131.0,0.6083,0.3282,34.0,38.0,0.8947,46.0,98.9771,94.5606,3.90771,244.879,5.02166,2.84666,2.17499,5.46561,34.5278,2.76967,2.69594,0.5833,4.1111,4.6944,2.0833,1.8333,0.4444,16.4167,Wing G,5.638,Norman Powell,11.4054,5.0112999999999985,4.5312,11.8855,2.8378,1.8566,2.2812,2.4132,1.7027,0.3805999999999998,1.1562,0.9271,61.08,-7.089999999999996,46.58,7.410000000000004,5.97023,-0.94857,0.806276,4.215384,63.9,21.800000000000004,44.2,41.5,19.2,4.800000000000001,15.7,8.3,9.6026,2.9962,1.499825,53.5975,3.599114,62.05,18.35,4,norman powell,2015.0,46.0,2.0,1,-0.701775901493385,10.725345702761109,7.0,9427.0,1,46.0,True,True,True
Pat Connaughton,Notre Dame,ACC,38,87.4,120.4,16.7,59.7,61.46,4.2,20.4,7.6,12.2,50,64,0.781,73,136,0.537,93,220,0.423,2.7,1.3,18.0,Sr,5-Jun,24.0,4.26054,120.506,2.2,2015,19805,all,80.8,1.29544868,51.0,91.0,22.0,45.0,0.5604,0.4889,11.0,13.0,0.8462,41.0,100.175,95.063,3.94591,241.158,7.38353,5.662,1.72153,6.90135,35.5526,5.87704,1.02432,1.0789,6.3421,7.4211,1.5,0.7105,0.9474,12.5,Stretch 4,10.0748,Pat Connaughton,13.7812,-1.2812,7.0294,5.4706,7.0938,0.3273000000000001,4.4118,3.0092999999999996,2.9688,-1.4688,0.8824,0.6176,58.9,2.5600000000000023,54.67,6.789999999999999,7.04849,0.3350400000000002,2.91048,4.473050000000001,91.2,-3.799999999999997,59.4,28.000000000000007,17.8,-1.1000000000000014,15.6,1.0999999999999996,10.541925,5.9031,1.873525,58.2275,5.87106,79.0,16.025,4,pat connaughton,2015.0,41.0,2.0,1,-1.5741031306699715,10.501453136201814,7.0,7397.0,1,41.0,True,True,True
Patty Mills,Saint Mary's,WCC,24,61.7,108.8,29.0,47.6,52.27,1.6,6.0,25.9,17.1,84,98,0.857,87,191,0.455,63,190,0.332,0.6,3.9,25.7,So,Jun-00,,4.66241,123.834,2.0,2009,49733,all,,1.37879996,,,,,,,,,,55.0,98.513,97.1169,3.4349,143.825,5.16627,4.90741,0.258865,7.47588,33.9583,5.28972,2.18616,0.4583,1.8333,2.2917,3.7917,2.2083,0.2083,18.625,,14.2643,Patty Mills,,,18.625,0.0,,,2.2917,0.0,,,3.7917,0.0,,,52.27,0.0,,,5.16627,0.0,,,61.7,0.0,,,29.0,0.0,18.625,2.2917,3.7917,52.27,5.16627,61.7,29.0,1,patty mills,2009.0,55.0,2.0,1,1.8961536242760124,31.778274181143388,9.0,14477.0,1,55.0,True,True,True
Robert Covington,Tennessee St.,OVC,21,52.5,104.9,26.4,47.9,53.79,10.0,18.2,10.0,18.2,80,96,0.833,75,171,0.439,34,92,0.37,6.2,4.0,36.5,Sr,9-Jun,33.0,3.12846,113.109,3.8,2013,13215,all,,0.51851133,42.0,71.0,33.0,100.0,0.5915,0.33,13.0,15.0,0.8667,,95.433,94.2869,3.38683,158.872,5.34517,2.18947,3.15571,6.11365,31.2381,4.1736,1.94005,2.619,4.9048,7.5238,1.3333,2.1429,1.7619,15.8095,Stretch 4,8.1535,Robert Covington,17.5484,-1.738900000000001,11.5,4.3095,7.8387,-0.3149000000000006,6.5,1.0237999999999996,1.3226,0.0106999999999999,1.1562,0.1771,62.76,-8.969999999999999,52.49,1.2999999999999972,7.90017,-2.5549999999999997,1.35336,3.991810000000001,77.5,-25.0,66.9,-14.400000000000006,26.2,0.1999999999999993,23.5,2.8999999999999986,14.571625,7.278125,1.23875,57.4325,4.4045525,68.55,24.5,4,robert covington,,,,0,1.6953616739468045,39.24441592122336,9.0,15204.0,0,,True,True,True
Royce O'Neale,Baylor,B12,33,79.7,123.1,17.2,55.9,59.72,7.3,13.7,21.8,19.2,68,88,0.773,59,125,0.472,49,112,0.438,1.2,2.3,37.1,Sr,6-Jun,0.0,4.43762,125.518,2.8,2015,21436,all,,2.05447894,53.0,88.0,8.0,38.0,0.6023,0.2105,3.0,4.0,0.75,,96.5234,91.7623,3.94262,178.636,10.3243,6.97426,3.35001,9.14124,32.1212,5.92689,3.21435,2.0,3.8485,5.8485,3.4242,1.1515,0.3333,10.0909,Wing G,6.70205,Royce O'Neale,7.0278,3.0630999999999995,9.9355,0.1554000000000002,5.4444,0.4040999999999997,5.8387,0.0097999999999993,2.8333,0.5909,2.129,1.2952,59.47,0.25,65.09,-5.3700000000000045,7.74491,2.579389999999999,5.16566,5.158639999999999,67.9,11.799999999999995,66.7,13.0,15.8,1.3999999999999986,21.9,-4.699999999999999,9.5526,5.6657,2.963825,60.285,6.65799,75.55000000000001,19.1,4,royce oneale,,,,0,2.044734971074837,17.776263763801342,5.0,8371.0,0,,True,True,True
Ryan Anderson,Arizona,P12,33,69.3,117.2,24.5,54.9,60.44,12.7,26.2,5.4,15.2,155,208,0.745,172,312,0.551,2,7,0.286,2.0,1.4,65.2,Sr,9-Jun,12.0,4.24341,129.816,2.9,2016,34156,all,73.4,0.41270753,121.0,170.0,51.0,142.0,0.7118,0.3592,46.0,47.0,0.9787,,93.0436,89.6133,3.8955,214.357,4.73498,3.14584,1.58914,6.57919,29.1818,5.22429,1.3549,3.0,7.1212,10.1212,0.7879,0.697,0.6061,15.303,PF/C,0.414225,Ryan Anderson,14.4516,0.8514000000000017,7.1,8.203000000000001,7.0645,3.0567,3.8333,6.2879000000000005,1.3871,-0.5992,1.9,-1.1121,57.03,3.4099999999999966,52.53,7.909999999999997,1.76494,2.97004,6.22733,-1.49235,77.1,-7.799999999999997,57.8,11.5,26.8,-2.3000000000000007,18.3,6.199999999999999,12.379483333333331,6.9441999999999995,1.46645,55.153333333333336,3.510344833333334,69.89999999999999,23.78333333333333,6,ryan anderson,,,,0,-1.396634306142857,15.014317435,7.0,9181.0,0,,True,True,True
Seth Curry,Duke,ACC,35,78.5,121.7,22.6,57.7,61.67,2.2,6.8,9.7,9.6,123,152,0.809,102,207,0.493,95,217,0.438,0.5,1.6,35.8,Sr,2-Jun,30.0,5.45423,132.589,2.1,2013,16883,all,41.8,1.28574992,30.0,54.0,72.0,151.0,0.5556,0.4768,0.0,0.0,,,100.47,93.7792,3.59896,169.66,7.17772,7.17979,-0.00207077,8.69777,32.2857,7.68263,1.01513,0.5714,1.9714,2.5429,1.5429,0.8571,0.1714,17.4857,Combo G,11.2203,Seth Curry,13.2059,4.279800000000002,19.9677,-2.4819999999999993,2.6176,-0.0746999999999999,4.3871,-1.8442000000000005,2.4412,-0.8982999999999999,2.2258,-0.6829000000000001,57.26,4.410000000000004,52.99,8.68,5.70476,1.4729599999999996,-1.0796,8.25732,74.9,3.5999999999999943,90.9,-12.400000000000006,21.7,0.9000000000000021,27.2,-4.599999999999998,14.914825,2.8396,2.052475,57.88,4.9858875000000005,76.67500000000001,21.85,4,seth curry,,,,0,-1.1717543166123678,13.498568187743322,8.0,8457.0,0,,True,True,True
Spencer Dinwiddie,Colorado,P12,17,37.4,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,102,119,0.857,35,68,0.515,26,63,0.413,0.8,2.9,90.8,Jr,6-Jun,25.0,4.97557,134.102,2.4,2014,19806,all,73.8,2.13333701,25.0,44.0,10.0,23.0,0.5682,0.4348,4.0,4.0,1.0,38.0,100.765,96.9882,3.50461,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,0.4706,2.5882,3.0588,3.7647,1.5294,0.2353,14.7059,Scoring PG,7.073,Spencer Dinwiddie,15.303,-0.5971000000000011,10.0294,4.676499999999999,3.1818,-0.1229999999999997,3.5,-0.4411999999999998,3.0,0.7646999999999999,1.6176,2.1471,59.13,7.529999999999994,57.39,9.269999999999996,7.25466,1.703129999999999,4.20266,4.755129999999999,80.1,-42.7,69.1,-31.699999999999996,24.2,-2.6999999999999993,19.1,2.3999999999999986,13.3461,3.246866666666667,2.7941000000000003,61.06,6.805036666666666,62.2,21.6,3,spencer dinwiddie,2014.0,38.0,2.0,1,0.575555773913717,16.672213879661463,8.0,8544.0,1,38.0,True,True,True
T.J. McConnell,Arizona,P12,38,75.9,118.3,20.7,53.8,57.04,2.8,12.5,39.0,19.3,58,70,0.829,131,235,0.557,25,78,0.321,0.3,4.3,22.4,Sr,1-Jun,4.0,4.11235,124.42,2.3,2015,18771,all,30.6,3.05134955,60.0,85.0,71.0,150.0,0.7059,0.4733,0.0,0.0,,,87.3145,83.1671,4.66229,245.528,11.5487,6.60546,4.94328,11.2396,30.4737,5.50399,5.73561,0.6579,3.1842,3.8421,6.2632,2.1842,0.0789,10.3947,Pure PG,4.01649,T.J. McConnell,8.4474,1.9473000000000005,10.6774,-0.2827000000000002,3.5789,0.2631999999999999,3.8387,0.0034,5.3158,0.9474,4.3226,1.9406,52.84,4.199999999999996,57.57,-0.5300000000000011,8.1427,3.4060000000000006,6.27522,5.27348,79.5,-3.5999999999999943,76.0,-0.0999999999999943,17.1,3.599999999999998,17.6,3.099999999999998,10.204875,3.8566,5.308725000000001,56.99,8.178452499999999,79.125,18.5,4,tj mcconnell,,,,0,-0.4818762263665717,14.39676057730356,7.0,10499.0,0,,True,True,True
Tyler Johnson,William & Mary,CAA,3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Sr,6-Jun,33.0,-0.321516,-7.25327,13.3,2015,38173,all,,,,,,,,,,,,,114.781,117.969,0.0327351,0.295634,-5.22587,-1.98377,-3.24209,-9.90292,3.4,-8.26123,-1.64169,0.0,0.8,0.8,0.0,0.0,0.2,0.4,PF/C,0.0,Tyler Johnson,15.8485,-15.4485,0.6,-0.1999999999999999,7.3636,-6.5636,0.6,0.2,2.9091,-2.9091,0.2,-0.2,57.94,-57.94,50.0,-50.0,6.06066,-11.28653,-4.92251,-0.3033599999999996,75.3,-75.1,3.4,-3.1999999999999997,23.3,-23.3,3.4,-3.4,6.963116666666667,3.358533333333334,1.5864833333333337,42.725,0.8283231666666668,43.96666666666667,14.733333333333334,6,tyler johnson,,,,0,-0.686526034,11.630349494,7.0,8922.0,0,,True,True,True
Wesley Matthews,Marquette,BE,35,84.8,117.4,24.5,52.7,60.69,4.5,15.4,14.8,16.1,213,257,0.829,151,292,0.517,42,114,0.368,1.6,2.1,63.3,Sr,5-Jun,,5.27078,129.064,2.6,2009,169,all,63.0,1.04874296,,,,,,,,,,,99.754,94.4269,3.74627,224.765,6.92742,5.03011,1.8973,7.49216,34.0286,5.97982,1.51235,1.3143,4.4286,5.7429,2.4571,1.2286,0.5143,18.3143,,5.48192,Wesley Matthews,,,18.3143,0.0,,,5.7429,0.0,,,2.4571,0.0,,,60.69,0.0,,,6.92742,0.0,,,84.8,0.0,,,24.5,0.0,18.3143,5.7429,2.4571,60.69,6.92742,84.8,24.5,1,wesley matthews,,,,0,0.66530690275,32.756546459,8.0,18004.0,0,,True,True,True
Will Barton,Memphis,CUSA,35,87.3,116.3,25.4,55.0,58.75,7.6,18.5,17.3,14.2,134,179,0.749,193,345,0.559,37,107,0.346,2.1,2.4,39.6,So,6-Jun,5.0,5.44022,129.22,2.4,2012,19014,all,97.6,1.34663307,133.0,188.0,60.0,157.0,0.7074,0.3822,41.0,45.0,0.9111,40.0,91.0706,88.4891,4.59015,254.624,9.36629,6.08935,3.27694,9.02343,35.3143,6.72944,2.29398,2.0,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286,Wing F,5.1237,Will Barton,12.3143,5.7143000000000015,12.3143,5.7143000000000015,4.9429,3.0285,4.9429,3.0285,2.8286,0.0571000000000001,2.8286,0.0571000000000001,50.18,8.57,50.18,8.57,3.21681,6.149479999999999,3.21681,6.149479999999999,75.6,11.700000000000005,75.6,11.700000000000005,23.1,2.299999999999997,23.1,2.299999999999997,15.17145,6.45715,2.85715,54.465,6.29155,81.44999999999999,24.25,2,will barton,2012.0,40.0,2.0,1,0.0498251325438675,17.081508571962726,9.0,13664.0,1,40.0,True,True,True
